,Title,CourseType,Source,Link,Content
352,Children's & Young People's Workforce (QCF) - Level 2 Course,HealthCare Course,Distance Learning Centre,https://www.onlinestudies.com/Childrens-and-Young-Peoples-Workforce-(QCF)-Level-2-Course/United-Kingdom/Distance-Learning-Centre/,The Children & Young People’s Workforce (QCF) - Level 2 Course is for students who want to work in the childcare sector. The course is suitable for anyone wishing to start                                            ...                                                    
353,A Level Psychology Course,HealthCare Course,UK Open College,https://www.onlinestudies.com/A-Level-Psychology-Course/United-Kingdom/UK-Open-College/,This A Level Psychology course has been designed to provide a broad introduction to the scope and nature of psychology as a science. This course covers the brand new spec intr                                            ...                                                    
354,Communicating Effectively with Vulnerable Children and Young People Course - The University of Kent,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Communicating-Effectively-with-Vulnerable-Children-and-Young-People-Course-The-University-of-Kent/United-Kingdom/FutureLearn/,Discover tools and techniques to engage effectively with vulnerable children and young people.
355,Introduction to Cognitive Psychology: An Experimental Science Course - University of York,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Cognitive-Psychology-An-Experimental-Science-Course-University-of-York/United-Kingdom/FutureLearn/,Learn how to use cognitive psychology experiments to explore the internal workings of the mind with this online psychology course.
356,Introduction to Psychology: Sensation and Perception Course - Monash University,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Psychology-Sensation-and-Perception-Course-Monash-University/Australia/FutureLearn/,Learn how our sensory systems work together to help us to perceive and respond to the world around us.
357,Introduction to Psychology: The Psychology of Personality Course - Monash University,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Psychology-The-Psychology-of-Personality-Course-Monash-University/Australia/FutureLearn/,"Explore the complex factors and influences that help shape our personality and examine what makes us different, and why."
358,Digital Wellbeing Course - University of York,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Digital-Wellbeing-Course-University-of-York/United-Kingdom/FutureLearn/,"Do digital technologies affect our wellbeing? Explore the concepts of health, relationships and society in the digital age."
359,Exploring Play: The Importance of Play in Everyday Life Course - The University of Sheffield,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Exploring-Play-The-Importance-of-Play-in-Everyday-Life-Course-The-University-of-Sheffield/United-Kingdom/FutureLearn/,"Understanding the nature and value of play through the course of our lives, across cultures and communities."
360,Forensic Psychology: Witness Investigation Course - The Open University,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Forensic-Psychology-Witness-Investigation-Course-The-Open-University/United-Kingdom/FutureLearn/,Discover how psychology can help obtain evidence from eyewitnesses in police investigations and prevent miscarriages of justice.
361,Anxiety in Children and Young People during COVID-19 Course - UEA (University of East Anglia),HealthCare Course,FutureLearn,https://www.onlinestudies.com/Anxiety-in-Children-and-Young-People-during-COVID-19-Course-UEA-(University-of-East-Anglia)/United-Kingdom/FutureLearn/,Learn about anxiety and discover helpful strategies to support young people struggling with anxiety during the COVID-19 pandemic.
362,Overcoming Imposter Syndrome: Identify the Patterns Undermining Your Confidence Course - University of Southern Queensland,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Overcoming-Imposter-Syndrome-Identify-the-Patterns-Undermining-Your-Confidence-Course-University-of-Southern-Queensland/Australia/FutureLearn/,"Explore what Imposter Syndrome is, what causes it, and strategies you can use to overcome it."
363,Teaching Students Who Have Suffered Complex Trauma Course - Queensland University of Technology,HealthCare Course,FutureLearn,https://www.onlinestudies.com/Teaching-Students-Who-Have-Suffered-Complex-Trauma-Course-Queensland-University-of-Technology/Australia/FutureLearn/,"Find out what complex trauma is, how it affects children and adolescents, and what can be done to help."
364,"Understanding Mental Health: Continuum, Culture and Social Media Course - Anglia Ruskin University",HealthCare Course,FutureLearn,https://www.onlinestudies.com/Understanding-Mental-Health-Continuum-Culture-and-Social-Media-Course-Anglia-Ruskin-University/United-Kingdom/FutureLearn/,Enhance your knowledge of mental health and mental illness and develop your understanding of the mental health continuum.
365,What is a Mind? Course - University of Cape Town,HealthCare Course,FutureLearn,https://www.onlinestudies.com/What-is-a-Mind-Course-University-of-Cape-Town/South-Africa/FutureLearn/,Explore the most pertinent scientific and philosophical concepts for understanding our own minds with this free online course.
366,Course in Criminal Psychology,HealthCare Course,International Career Institute,https://www.onlinestudies.com/Course-in-Criminal-Psychology/United-Kingdom/ICI/,ICI’s criminal psychology course is your first step in attaining a career that can only be paralleled by very few professions in terms of being unique and intriguing. If you h                                            ...                                                    
367,Course Support Work in Schools Level 2 Award (QCF),HealthCare Course,UK Open College,https://www.onlinestudies.com/Course-Support-Work-in-Schools-Level-2-Award-(QCF)/United-Kingdom/UK-Open-College/,"This support work in schools level 2 course is a knowledge-based qualification suitable for all support staff roles in schools, including site staff, administrators etc as wel                                            ...                                                    "
368,Course: CACHE Childcare and Education Level 3 Award (QCF),HealthCare Course,UK Open College,https://www.onlinestudies.com/Course-CACHE-Childcare-and-Education-Level-3-Award-(QCF)/United-Kingdom/UK-Open-College/,CACHE accredited “Childcare & Education” level 3 course is suitable for all students looking for an introduction to the childcare sector. The course provided in partnershi                                            ...                                                    
369,Online Microcredentials in Public Administration,Management Course,University of Birmingham Online,https://www.onlinestudies.com/Online-Microcredentials-in-Public-Administration/United-Kingdom/University-of-Birmingham-Online/,"Across the globe, public servants need to be more forward-thinking and tech-savvy than ever. Complete with contemporary topics and the latest thinking from around the world, o                                            ...                                                    "
370,Leading Strategic Innovation: How to lead with purpose Course - Deakin University,Management Course,FutureLearn,https://www.onlinestudies.com/Leading-Strategic-Innovation-How-to-lead-with-purpose-Course-Deakin-University/Australia/FutureLearn/,"An introduction to strategic thinking, change and leadership purpose."
371,Women's Leadership Program Online Short Course,Management Course,Yale School of Management,https://www.onlinestudies.com/Womens-Leadership-Program-Online-Short-Course/USA/Yale-School-of-Management/,"Women remain underrepresented in top leadership positions, globally. To succeed, women need to learn to navigate the external factors that are hindering their access to leader                                            ...                                                    "
372,Inquiry-Driven Leadership Online Short Course,Management Course,MIT Sloan School of Management (Get Smarter),https://www.onlinestudies.com/Inquiry-Driven-Leadership-Online-Short-Course/USA/MIT-Sloan-School-of-Management-(Get-Smarter)/,Asking the right questions has the power to dissolve barriers to creative thinking: it can move the emphasis away from finding a single correct answer to creating larger posit                                            ...                                                    
373,Oxford Executive Leadership Programme,Management Course,"Saïd Business School, University of Oxford",https://www.onlinestudies.com/Oxford-Executive-Leadership-Programme/United-Kingdom/Saïd-Business-School-University-of-Oxford/,This programme helps leaders from multiple sectors to answer this complex question and empowers them to drive change within their organisations. By examining personal motivati                                            ...                                                    
374,Course: Berkeley Haas Global Access Program,Management Course,UC Berkeley Global: Study-Abroad Opportunities,https://www.academiccourses.com/Course-Berkeley-Haas-Global-Access-Program/USA/Study-Abroad-Opportunities/,"This unique program provides access to Berkeley Haas' top-notch faculty, courses, and networks within the innovative ecosystem of the Bay Area and Silicon Valley. Through the                                             ...                                                    "
375,Short Course in Advanced Leadership,Management Course,International Business School the Hague,https://www.onlinestudies.com/Short-Course-in-Advanced-Leadership/Netherlands/IBSH/,"Leadership is essential in any kind of organisation. The style and quality of leadership determine the culture, effectiveness, and efficiency. In this course, you will learn a                                            ...                                                    "
376,Agile Leadership Principles,Management Course,edX,https://www.onlinestudies.com/Agile-Leadership-Principles/USA/edX/,"Accelerate and improve team decisions by learning Agile’s facilitating leadership principles to unleash team productivity, motivation, and problem-solving."
377,Leadership Skills Online Course,Management Course,Acudemy,https://www.onlinestudies.com/Leadership-Skills-Online-Course/United-Kingdom/Acudemy/,"A leader doesn’t necessarily have to be a ‘manager’, but it’s difficult to see how a manager could be truly effective without having at least some leadership skills. This cour                                            ...                                                    "
378,Leadership Principles Course,Management Course,Harvard Business School Online,https://www.onlinestudies.com/Leadership-Principles-Course/USA/Harvard-Business-School-Online/,"Leadership Principles is designed to help new and aspiring leaders unleash the potential in themselves and others, and cultivate high-performing teams. Become a more versatile                                            ...                                                    "
379,Course in Foundations in Soft Skills,Management Course,Ubiquity University,https://www.onlinestudies.com/Course-in-Foundations-in-Soft-Skills/USA/The-Wisdom-School/,"Over our lives, we naturally develop skills that allow us to make new friends, get along with others, and use our “common sense.” In this course, we will spend time focusing o                                            ...                                                    "
380,"Upper course of business leadership, coaching and management teams",Management Course,INEAF Business School,https://www.onlinestudies.com/Upper-Course-Of-Business-Leadership-Coaching-And-Management-Teams/Spain/INEAF-Business-School/,Market changes and companies have been remarkable in recent years. It is no longer simply about large profits or earn more money but also it is intended that all persons invol                                            ...                                                    
381,Leading and Managing People-Centred Change Course - Durham University,Management Course,FutureLearn,https://www.onlinestudies.com/Leading-and-Managing-People-Centred-Change-Course-Durham-University/United-Kingdom/FutureLearn/,Learn how to bring people with you as you lead or manage organisational change and navigate challenges to keep them on-board.
382,Successful Negotiation: Essential Strategies and Skills Course - University of Michigan,Management Course,FutureLearn,https://www.onlinestudies.com/Successful-Negotiation-Essential-Strategies-and-Skills-Course-University-of-Michigan/USA/FutureLearn/,Build negotiation skills and learn how to use and apply negotiation strategies to your life with the University of Michigan.
383,Leadership in an Exponentially Changing World Online Short Course,Management Course,MIT Sloan School of Management (Get Smarter),https://www.onlinestudies.com/Leadership-in-an-Exponentially-Changing-World-Online-Short-Course/USA/MIT-Sloan-School-of-Management-(Get-Smarter)/,A traditional approach to leadership is no longer sufficient in a world that is changing at an exponential rate.
384,Oxford Women’s Leadership Development Programme,Management Course,"Saïd Business School, University of Oxford",https://www.onlinestudies.com/Oxford-Women’s-Leadership-Development-Programme/United-Kingdom/Saïd-Business-School-University-of-Oxford/,"Harness your leadership style and strengths and learn to lead, influence, and negotiate within the workplace. The online Oxford Women’s Leadership Development Programme offers                                            ...                                                    "
385,Expert skills management teams,Management Course,INEAF Business School,https://www.onlinestudies.com/Expert-Skills-Management-Teams/Spain/INEAF-Business-School/,The training offered by this online course is to develop basic functions of management teams in any company. Any responsible professional must have powers that allow you to or                                            ...                                                    
386,Entrepreneurship and Management University 1st and 2nd Year (Level 4 and 5),Economic Course,Online Business School,https://www.onlinestudies.com/Entrepreneurship-and-Management-University-1st-and-2nd-Year-(Level-4-and-5)/United-Kingdom/Online-Business-School/,The level 4 Diploma in Entrepreneurship and the level 5 Extended Diploma in Management are a 240 credit course designed to provide business managers and the CEO’s of tomorrow                                             ...                                                    
387,Course in Statistical Analysis in Industrial Systems,Economic Course,Mälardalen University,https://www.onlinestudies.com/Course-in-Statistical-Analysis-in-Industrial-Systems/Sweden/MDH/,"In this course, you will learn state-of-the-art statistical modelling for the purpose of analysing industrial data. The course also presents the basics of relational databases                                            ...                                                    "
388,Introduction to Blockchain and Distributed Ledger Technology (DLT) - UCL Consultants,Economic Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Blockchain-and-Distributed-Ledger-Technology-(DLT)-UCL-Consultants/United-Kingdom/FutureLearn/,Discover how DLT and blockchain technology is used to solve complex business problems and find out why it's transforming business.
389,Online Course on Cybersecurity and Blockchain: tackling irrastreability in the network,Economic Course,Instituto Universitario de Investigación Ortega y Gasset,https://www.onlinestudies.com/Online-Course-on-Cybersecurity-and-Blockchain-tackling-irrastreability-in-the-network/Spain/IUIOG-(centro-adscrito-a-la-Universidad-Complutense-de-Madrid)/,"Through this online course we aim to give a basic and generalized vision of the current situation in terms of security in ICT matters, and the tools that we can use to secure                                             ...                                                    "
390,FinTech Online Short Course,Economic Course,Harvard Office of the Vice Provost for Advances in Learning (VPAL) (Get Smarter Creative),https://www.onlinestudies.com/FinTech-Online-Short-Course/USA/Harvard-Office-of-the-Vice-Provost-for-Advances-in-Learning-(VPAL)-(Get-Smarter-Creative)/,Understand how FinTech has become the ally that can help financial services streamline the process and adapt to changes. The Harvard VPAL FinTech online short course explores                                             ...                                                    
391,Blockchain Technologies: Business Innovation and Application Online Short Course,Economic Course,MIT Sloan School of Management (Get Smarter),https://www.onlinestudies.com/Blockchain-Technologies-Business-Innovation-and-Application-Online-Short-Course/USA/MIT-Sloan-School-of-Management-(Get-Smarter)/,"The MIT Sloan Blockchain Technologies: Business Innovation and Application online short course examines blockchain technology from a business perspective, as it draws on the w                                            ...                                                    "
392,Oxford Algorithmic Trading Programme,Economic Course,"Saïd Business School, University of Oxford",https://www.onlinestudies.com/Oxford-Algorithmic-Trading-Programme/United-Kingdom/Saïd-Business-School-University-of-Oxford/,The Oxford Algorithmic Trading Programme aims to give participants a comprehensive overview and understanding of the rules that drive successful algorithmic trading strategies                                            ...                                                    
393,Webinar OSINT Course - Open Source INTelligence,Economic Course,European School of Banking Management,https://www.onlinestudies.com/Webinar-OSINT-Course-Open-Source-INTelligence/Italy/European-School-of-Banking-Management/,The Specialization Course will present the basic and advanced concepts for personnel approaching the world of Intelligence for the first time and in particular OSINT. The aim                                             ...                                                    
394,e-Learning Master Class on Blockchain Business Strategy,Economic Course,Frankfurt School of Finance & Management,https://www.onlinestudies.com/e-Learning-Master-Class-on-Blockchain-Business-Strategy/Germany/Frankfurt-School/,"The purpose of this course is to provide you with comprehensive knowledge about the idea and capabilities of blockchain, from a potential business perspective. Participants of                                            ...                                                    "
395,"Microsoft Excel - Beginners, Intermediate & Advanced Levels",Economic Course,Harley Oxford,https://www.onlinestudies.com/Microsoft-Excel-Beginners-Intermediate-and-Advanced-Levels/United-Kingdom/Harley-Oxford/,"Searching for an Excel course for beginners to experts? This online course has something for everybody, covering beginner, intermediate and advanced aspects in Excel."
396,Online Market Abuse Course,Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Market-Abuse-Course/Spain/Instituto-BME/,"This online course on Market Abuse tries to approach, in an easy but rigorous way, a deeply legal and arid subject so that the student understands and understands what privile                                            ...                                                    "
397,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding Course - University of Michigan",Economic Course,FutureLearn,https://www.onlinestudies.com/Raising-Capital-Credit-Tech-Coin-Offerings-and-Crowdfunding-Course-University-of-Michigan/USA/FutureLearn/,Learn how technology is transforming raising capital for business with the University of Michigan's innovative financing course.
398,Risk Management in the Global Economy Course - SOAS University of London,Economic Course,FutureLearn,https://www.onlinestudies.com/Risk-Management-in-the-Global-Economy-Course-SOAS-University-of-London/United-Kingdom/FutureLearn/,What is risk? This free course examines the financial markets and the role that risk management tools play in the global economy.
399,Global Prosperity Beyond GDP Course - UCL (University College London),Economic Course,FutureLearn,https://www.onlinestudies.com/Global-Prosperity-Beyond-GDP-Course-UCL-(University-College-London)/United-Kingdom/FutureLearn/,How can we think beyond GDP and build a prosperous economy that works better for people and the planet? Find out with this course.
400,Impact Investing Course - The Jindal Centre for Social Innovation + Entrepreneurship (JSiE),Economic Course,FutureLearn,https://www.onlinestudies.com/Impact-Investing-Course-The-Jindal-Centre-for-Social-Innovation-Entrepreneurship-(JSiE)/India/FutureLearn/,Learn how the power of finance can generate financial returns and tackle today's global challenges.
401,Innovations in Investment Technology: Artificial Intelligence Course - University of Michigan,Economic Course,FutureLearn,https://www.onlinestudies.com/Innovations-in-Investment-Technology-Artificial-Intelligence-Course-University-of-Michigan/USA/FutureLearn/,Learn how artificial intelligence is transforming investment technology with this online course from the University of Michigan.
402,Saving and Investing Courses - Grenoble Ecole de Management,Economic Course,FutureLearn,https://www.onlinestudies.com/Saving-and-Investing-Courses-Grenoble-Ecole-de-Management/France/FutureLearn/,Are you sure you understand how the financial system works?
403,Introduction to Financial Accounting Course - University of Padova,Economic Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Financial-Accounting-Course-University-of-Padova/Italy/FutureLearn/,Refresh your knowledge of basic accounting processes and discover recent changes in International Financial Reporting Standards.
404,Financial Analysis and Decision Making with Xero and Tableau Course,Economic Course,FutureLearn,https://www.onlinestudies.com/Financial-Analysis-and-Decision-Making-with-Xero-and-Tableau-Course/United-Kingdom/FutureLearn/,Get professional training in financial analysis and learn how to translate financial data insights into deliverable actions.
405,Construction Ethics and Compliance Course - Chartered Institute of Building Academy,Economic Course,FutureLearn,https://www.onlinestudies.com/Construction-Ethics-and-Compliance-Course-Chartered-Institute-of-Building-Academy/United-Kingdom/FutureLearn/,"Find out how to stay ethical, compliant and professional in the construction industry, with this free online course from the CIOB."
406,Cryptocurrency and Blockchain Technology Explained Course - University of Michigan,Economic Course,FutureLearn,https://www.onlinestudies.com/Cryptocurrency-and-Blockchain-Technology-Explained-Course-University-of-Michigan/USA/FutureLearn/,Will blockchain change the world? Explore blockchain technology and the cryptocurrency market with the University of Michigan.
407,Understanding Public Financial Management: How Is Your Money Spent Course - SOAS University of London,Economic Course,FutureLearn,https://www.onlinestudies.com/Understanding-Public-Financial-Management-How-Is-Your-Money-Spent-Course-SOAS-University-of-London/United-Kingdom/FutureLearn/,How do governments acquire and spend public money? Take a fresh look at public financial management with this free online course.
408,The Future of Payment Technology Course - University of Michigan,Economic Course,FutureLearn,https://www.onlinestudies.com/The-Future-of-Payment-Technology-Course-University-of-Michigan/USA/FutureLearn/,Explore current and future payment technologies and develop your own innovative payment solutions with the University of Michigan.
409,Course in Applied Statistics in Engineering,Economic Course,Mälardalen University,https://www.onlinestudies.com//Course-in-Applied-Statistics-in-Engineering/Sweden/MDH/,"In this course, you will learn how statistics can enhance the thrill of discovery, increase your learning, and challenge your assumptions. You will see how statistics can faci                                            ...                                                    "
410,"SAGE 50 Accounts v25 2019 - Begginers, Intermediate & Advanced",Economic Course,Harley Oxford,https://www.onlinestudies.com/SAGE-50-Accounts-v25-2019-Begginers-Intermediate-and-Advanced/United-Kingdom/Harley-Oxford/,"Whether you are thinking about taking up accountancy as a hobby or you have been working as an accountant and want to boost your career to the next level, our SAGE 50 Accounts                                            ...                                                    "
411,UK Tax Accounting Course,Economic Course,Harley Oxford,https://www.onlinestudies.com/UK-Tax-Accounting-Course/United-Kingdom/Harley-Oxford/,"Whether you are thinking about learning tax accounting as a hobby or you have an interest in working as a Tax Accountant and want to boost your career to the next level, our t                                            ...                                                    "
412,Technical Analysis Course - Trading with Charts and Indicators Online,Economic Course,Instituto BME,https://www.onlinestudies.com/Technical-Analysis-Course-Trading-with-Charts-and-Indicators-Online/Spain/Instituto-BME/,"During the first part of the course, you will learn about one of the most used tools when it comes to positioning yourself in the markets: Graphical Analysis or Chartista. You                                            ...                                                    "
413,Financial Advisor Specialist Course (EAF) Online,Economic Course,Instituto BME,https://www.onlinestudies.com/Financial-Advisor-Specialist-Course-(EAF)-Online/Spain/Instituto-BME/,"The program is divided into two modules, the Financial Reporter (EIF) and the Financial Advisor (EAF). The classes of both modules will be interspersed in such a way that stud                                            ...                                                    "
414,Online Financial Informant Specialist Course (EIF),Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Financial-Informant-Specialist-Course-(EIF)/Spain/Instituto-BME/,"The program is divided into two modules, the Financial Reporter (EIF) and the Financial Advisor (EAF). The classes of both modules will be interspersed in such a way that stud                                            ...                                                    "
415,Online Family Wealth Management Course,Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Family-Wealth-Management-Course/Spain/Instituto-BME/,"The need to save and properly manage and invest these savings affects almost all citizens. However, very few have received the necessary training to resolve personal financial                                            ...                                                    "
416,Course Introduction to the Online Stock Market,Economic Course,Instituto BME,https://www.onlinestudies.com/Course-Introduction-to-the-Online-Stock-Market/Spain/Instituto-BME/,"After completing this introductory course, we will better understand the functioning of equity markets, both in their spot trading aspect and in the use of derivative products                                            ...                                                    "
417,Online Equity Futures and Options Course,Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Equity-Futures-and-Options-Course/Spain/Instituto-BME/,"This course aims to bring derivative products, and specifically futures, to anyone who has some concern about what they are and how they can be incorporated into equity portfo                                            ...                                                    "
418,Accompaniment Program Course in Online Trading,Economic Course,Instituto BME,https://www.onlinestudies.com/Accompaniment-Program-Course-in-Online-Trading/Spain/Instituto-BME/,"At Instituto BME we are aware that the day after taking a training course in trading with Shares, Bonds, Commodities, Indices or Currencies is complicated. Facing only a quote                                            ...                                                    "
419,Programming Course in Visual Basic for Finance Online,Economic Course,Instituto BME,https://www.onlinestudies.com/Programming-Course-in-Visual-Basic-for-Finance-Online/Spain/Instituto-BME/,"The course presented here aims, through an eminently practical methodology, to offer attendees the necessary tools to develop their own algorithms focused on the financial fie                                            ...                                                    "
420,Online Trading and Money Management Psychology Course,Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Trading-and-Money-Management-Psychology-Course/Spain/Instituto-BME/,"Mastering our emotions is perhaps the hardest part of investing, as it often leads to hasty decisions. Trading psychology does not intend for the investor to eliminate his emo                                            ...                                                    "
421,Course Regulation Investor Protection and Market Infrastructures (Neurodidactics) Online,Economic Course,Instituto BME,https://www.onlinestudies.com/Course-Regulation-Investor-Protection-and-Market-Infrastructures-(Neurodidactics)-Online/Spain/Instituto-BME/,"This program has been designed to offer the participant a global vision of the new norms and rules of the financial markets, where new obligations are developed that impact on                                            ...                                                    "
422,Online Forex and Commodities Trading Course,Economic Course,Instituto BME,https://www.onlinestudies.com/Online-Forex-and-Commodities-Trading-Course/Spain/Instituto-BME/,"We will learn to determine which are the best short and medium term strategies, as well as the best products to develop these tactics, all of the above together with adequate                                             ...                                                    "
423,Finance Specialization,Economic Course,Escuela de Negocios Alto Nivel - Universidad Panamericana de Guatemala,https://www.onlinestudies.com/Finance-Specialization/Guatemala/Escuela-de-Negocios-Alto-Nivel-Universidad-Panamericana-de-Guatemala/,Description: This specialization presented by Universidad Panamericana through the High Level Business School has been designed for people who want to develop business analyti                                            ...                                                    
424,Specialization Course in Tax Consulting,Economic Course,ENyD - Escuela de Negocios y Dirección,https://www.onlinestudies.com/Specialization-Course-in-Tax-Consulting/Spain/ENyD-Escuela-de-Negocios-y-Dirección/,The Tax Consulting Course is focused on the practical training of the main taxes and tax obligations of both individuals and companies. The course is 100% updated to current S                                            ...                                                    
425,"Online Course on Business Consulting: Tax, Labor and Accounting",Economic Course,ENyD - Escuela de Negocios y Dirección,https://www.onlinestudies.com/Online-Course-on-Business-Consulting-Tax-Labor-and-Accounting/Spain/ENyD-Escuela-de-Negocios-y-Dirección/,"Specialize in business consulting through this 100% updated online course, which will allow you to effectively manage all the tax, labor and accounting obligations of any comp                                            ...                                                    "
426,University Course on Labor and Accounting Consulting,Economic Course,ENyD - Escuela de Negocios y Dirección,https://www.onlinestudies.com/University-Course-on-Labor-and-Accounting-Consulting/Spain/ENyD-Escuela-de-Negocios-y-Dirección/,"The Online Labor and Accounting Counseling Course prepares you to be able to face the administrative obligations of the company in these matters, but it will also allow you to                                            ...                                                    "
427,University Course in Tax and Accounting Consulting,Economic Course,ENyD - Escuela de Negocios y Dirección,https://www.onlinestudies.com/University-Course-in-Tax-and-Accounting-Consulting/Spain/ENyD-Escuela-de-Negocios-y-Dirección/,"With the Online Course on Tax and Accounting Advice, you will acquire the necessary skills and abilities to advise third parties and to manage the administrative obligations o                                            ...                                                    "
428,Introduction to Accounting,Economic Course,edX,https://www.onlinestudies.com/Introduction-to-Accounting/USA/edX/,Use financial statements to make better decisions. Learn the fundamental concepts and principles underlying financial accounting.
429,Introduction to FinTech,Economic Course,edX,https://www.onlinestudies.com/Introduction-to-FinTech/USA/edX/,"Over the past decade emerging technologies, paired with massive changes in regulations, have driven an unprecedented transformation of finance around the world. This process i                                            ...                                                    "
430,Introduction to Hyperledger Blockchain Technologies,Economic Course,edX,https://www.onlinestudies.com/Introduction-to-Hyperledger-Blockchain-Technologies/USA/edX/,"A primer to the blockchain, distributed ledgers, and Hyperledger technologies."
431,Introduction to Risk Assessment Online Course,Economic Course,Acudemy,https://www.onlinestudies.com/Introduction-to-Risk-Assessment-Online-Course/United-Kingdom/Acudemy/,"Risk assessment is a systematic method of looking at work activities and considering the things that could cause significant harm to people, property or the environment."
432,Course in Bookkeeping,Economic Course,International Career Institute,https://www.onlinestudies.com/Course-in-Bookkeeping/United-Kingdom/ICI/,"Employment opportunities are plenty for people with bookkeeping skills. If you have a penchant for keeping things organised and can crunch numbers fairly, ICI can help you bec                                            ...                                                    "
433,Financial Accounting Course,Economic Course,Harvard Business School Online,https://www.onlinestudies.com/Financial-Accounting-Course/USA/Harvard-Business-School-Online/,"This course will teach you the fundamentals of financial accounting. Starting with the basics of recording transactions as journal entries and posting them to T accounts, you                                             ...                                                    "
434,Leading With Finance Course,Economic Course,Harvard Business School Online,https://www.onlinestudies.com/Leading-With-Finance-Course/USA/Harvard-Business-School-Online/,Leading with Finance is an online program designed to provide you with a thorough understanding of the principles of finance – a toolkit for making smart financial decisions a                                            ...                                                    
435,CORe Course,Economic Course,Harvard Business School Online,https://www.onlinestudies.com/CORe-Course/USA/Harvard-Business-School-Online/,The Credential of Readiness (CORe) is our primer on the fundamentals of business thinking—a three-course online program designed to prepare you to participate fully in the bus                                            ...                                                    
436,Economics For Managers Course,Economic Course,Harvard Business School Online,https://www.onlinestudies.com//Economics-For-Managers-Course/USA/Harvard-Business-School-Online/,See the world through the lens of economics and gain the knowledge and skills to craft successful business strategy.
437,Course: Distance Specialization in Financial Management,Economic Course,EAN University,https://www.onlinestudies.com/Course-Distance-Specialization-in-Financial-Management/Colombia/EAN-University/,The Specialization in Financial Management approved in accordance with the rules in force in Colombia aims at training specialists with the skills enough to properly manage th                                            ...                                                    
438,Undergraduate Course - Economics,Economic Course,EAN University,https://www.onlinestudies.com/Undergraduate-Course-Economics/Colombia/EAN-University/,"The Economics virtual academic program, emphasized on finance, is one of the first virtual academic programs offered in Colombia in this academic field. Besides seeking a resp                                            ...                                                    "
439,A Level Accounting Course,Economic Course,UK Open College,https://www.onlinestudies.com/A-Level-Accounting-Course/United-Kingdom/UK-Open-College/,This A Level course can be completed from home at your own pace from anywhere in the world. Students can enrol anytime 365 days a year and once registered can be studying with                                            ...                                                    
440,A Level Economics Course,Economic Course,UK Open College,https://www.onlinestudies.com/A-Level-Economics-Course/United-Kingdom/UK-Open-College/,This full A Level course can be completed from home at your own pace from anywhere in the world. Students can enrol anytime 365 days a year and once registered can be studying                                            ...                                                    
441,"Expert in international trade: recruitment, financing, logistics and marketing",Economic Course,INEAF Business School,https://www.onlinestudies.com/Expert-In-International-Trade-Recruitment-Financing-Logistics-And-Marketing/Spain/INEAF-Business-School/,The international commercial management of a company has many variables that it is impossible to control if you do not have adequate training. This Expert enable students plac                                            ...                                                    
442,Mastering Mathematical Finance Online Courses - Probability for Finance,Economic Course,Department of Mathematics University of York - Online Programs,https://www.onlinestudies.com/Mastering-Mathematical-Finance-Online-Courses-Probability-for-Finance/United-Kingdom/Department-of-Mathematics-University-of-York-Online-Programs/,"Students and instructors alike will benefit from this rigorous, unfussy text, which keeps a clear focus on the basic probabilistic concepts required for an understanding of fi                                            ...                                                    "
443,Mastering Mathematical Finance Online Courses - Discrete Models of Financial Markets,Economic Course,Department of Mathematics University of York - Online Programs,https://www.onlinestudies.com/Mastering-Mathematical-Finance-Online-Courses-Discrete-Models-of-Financial-Markets/United-Kingdom/Department-of-Mathematics-University-of-York-Online-Programs/,"Relatively elementary mathematics leads to powerful notions and techniques - such as viability, completeness, self-financing and replicating strategies, arbitrage and equivale                                            ...                                                    "
444,Mastering Mathematical Finance Online Courses - Portfolio Theory and Risk Management,Economic Course,Department of Mathematics University of York - Online Programs,https://www.onlinestudies.com/Mastering-Mathematical-Finance-Online-Courses-Portfolio-Theory-and-Risk-Management/United-Kingdom/Department-of-Mathematics-University-of-York-Online-Programs/,"It provides a clear treatment of the scope and limitations of mean-variance portfolio theory and introduces popular modern risk measures. Proofs are given in detail, assuming                                             ...                                                    "
445,Mastering Mathematical Finance Online Courses - Stochastic Calculus for Finance,Economic Course,Department of Mathematics University of York - Online Programs,https://www.onlinestudies.com/Mastering-Mathematical-Finance-Online-Courses-Stochastic-Calculus-for-Finance/United-Kingdom/Department-of-Mathematics-University-of-York-Online-Programs/,"The authors study the Wiener process and Itô integrals in some detail, with a focus on results needed for the Black–Scholes option pricing model. After developing the required                                            ...                                                    "
